comment,rate
"39k đôi dép quá ok
Bababmsemlqm1kwjhBsnsnsbbssjisn2n2",5
39 mà như 37 đeo đau chân,4
"3 ao 3 lỗ , dc giao = 3 đôi vớ",1
"3 chiếc giống màu nhau, không hài lòng lắm",3
"3 ngày, có keo thừa, 1 ít chỉ thừa, vết dơ, cứng cáp, so với giá tiền thì khá ok",4
3xl ma nho qua hoi ngan,2
3 đôi đều đẹp nhưng có 1 đôi bị lỗi mong shop sử lý ( hình ảnh trên là minh họa để lấy xu thôi),4
450k mà chất liệu như hàng 200k:),2
4 cái của DOKA còn một cái của chợ trời,2
"4 chiếc quần nhưng 2 chất vải: 2 chiếc chất nhẹ, nhưng 2 chiếc còn lại chất dày. So với giá tiền bỏ ra thì k hài lòng.",3
4 năm thanh xuân cấp hai t đã quá đau đớn gục ngã vì tiếng gào thét của mấy đứa cháu t rồi,2
4 ngày nhận dc bên dvu giao hàng nhanh vận chuyển. Giá mua 39k ship luôn 43k nhg thiếu 1 lỗ trên dép. Dể gắn,5
4 sao cho sản phẩm vì có lỗi,4
4 sao giao hàng nhanh trừ 1 sao vì ko có dây giày,4
"4 sao là đẹp bởi vì áo hơi mỏng , dày chút nữa là quá ok",4
"56kg size M mặc cạp ngắn, đùi hơi kích. Nói chung chỉ bạn nào chân vừa và dưới 52kg",4
56k thì áo như thế rất ok rồi không mong gì nhiều trom khá đẹp,5
5 cái mà đến 3 cái 1 màu rồi.,2
"5 cái thì 1 cái mặc đẹp người, 4 cái còn lại cùng 1 size với nhau mà chật nhích, chắc là đùi mình to nên nó bó vô chứ bụng vẫn ôm",3
5sao,5
"5 sao vì đã lấy đúng kích cỡ 🤗, rất ưng nhé chỉ có điều là túi quần quá nông, không được sâu để để đồ thôi.",5
63kg mặc vào hết muốn ra đường,1
"75k mà được cái áo như này làm mình hơi thất vọng :) chị bị bẩn lau không ra, vải thì mỏng. Trước mình có mua áo ở shop 1 lần, nhưng lần này thực sự mình thất vọng",1
"80kg mà xxl mặc chật,chỉ dùng mặc bên trong được thôi",2
"89k 1c khá là mắc so vs vải kém chất lượng này , chắc buff bẩn gian hàng và toàn những lời đáng giá giả tạo nên người dùng mua hớ , áo này bán 89k khá chát , ko đáng 💢💢💢",2
"8YO ® Retro Classic Hoodie - Grey color / Màu áo chất và tôn da, hình in cũng chất nốt mà chỉ có #249K 😛

🔹 Freeship extra tại Shopee 8YO: https://shope.ee/2AaLn4aRYO
🔹 Lazada 8YO: https://s.lazada.vn/l.hzCa
🔹 Website: https://8yostudio.com",5
"9/19 ncl là nên mua gì nó đẹp lắm mng ơi , mỗi điểm trừ là giặt phai màu nhẹ !!",4
"9704229202513675871 mb[TB] Nâng cao hiệu quả công tác cai nghiện ma túy và quản lý người sử dụng trái phép chất ma túy - Vì một cộng đồng khỏe mạnh và an toàn. Phòng, chống ma túy là trách nhiệm của mỗi cá nhân, gia đình và toàn xã hội.",5
A,5
Aaaaaaa siêu đẹp siêu tuyệt vời thật sự rất chất lượng amazing ahihi tuyệt lắm ạ bla bla bla bla bla bla,5
Abcdxyz và 6 kí tự,5
abvccish ó dgsknagxua ưucgabsix sững dhsoajdhe ch gshsks du ĩabwgsuc đẹp =)),4
A di đà lạt là một loài thực vật có hoa trong họ t còn đang k hiểu sao em phai khoc co dang de buon dau tinh yeu nhu con loc thoang phut chong luot,5
"Af1 traviss xanh 1:1 Trung chỉ đỏ
🔹 sz36-42, Full phụ kiện như hình
🔹 Free catton bảo vệ hộp khi giao
🔹 Cam kết hàng như hình 100%
💰 ctv 400
-𝐓𝐮𝐲ể𝐧 𝐂𝐓𝐕, 𝐛𝐚𝐧𝐤 𝐥ã𝐢 𝐓𝐇𝐄𝐎 𝐓𝐔Ầ𝐍-",5
ahajja có cái nịnhes  labdhsi laksbd  labja khoogn liên quan la,5
"Áhdbdbdnbdbd
Jansndbbdbd",5
Ahejxkwbqllqosbehodxbzmakqpqhakalevwhdjdce dkkxhqodv,4
"Ahhhh đôi này siêu xinh luôn, cực kì ưng em nó rất đáng tiền mua..",5
Ai biết gì đâu đăng lấy xu,4
Ai chưa mua thì né hộ ra nhé . Bán tất người ta bán theo đôi . Đây shop này bán theo từng cái lẻ =))) đinh ninh là đặt 10 đôi mà nhận về đc có 5 đôi á :))) biết vậy ra mua shop khác còn rẻ hơn :) tóm lại k có lần 2 quay lại.,1
Ai có thể làm quen với m đi thì tao đi đây đó có cả những gì mình có xe máy cũ không dùng được cho 68,1
"Ai hay đi 37 mà thích rộng thì nên lấy 38 do lúc đàu mình sợ to mà lấy về vừa y hơi thất vọng xíu, hơi hôi nha, đế không cao mấy ngoài nhìn đẹp hơn trong hình mình chụp nha",4
ai đặt nhớ lùi về 1size nha,4
Ai đấy em ơi con có thể hiện sự đời em có thể hiện sự thật đấy không có gì đấy em ơi đi làm về rồi đấy em ạ ạ anh ạ em ạ anh thanh,5
"Ai đọc được đánh giá này của mình thì đừng mua nhé , khuyên chân thành kẻo hối hận,
Đôi tất ngắn trong video là mình mua ở shop bán giày quê mình , đẹp chất lượng như vậy, còn 2 đôi mình cầm ném đi ó, :) là của shop, đặt 2 lỡ 2 thấp mà giao 2 lỡ 2 cao chán thiệt sự, chất thì xấu ko mềm mịn màunhưcũv",1
Akwkeocjenppnwbx7rbwodn820qndjbeyc7ejqbdunw2indncijwb,5
"Amazing goodchop
Lần sau sẽ ủng hộ shop tiếp",5
"Ảnh 1 mẫu mà giao mẫu khác , mẫu này dáng đế thấp hơn mẫu ảnh tuy hàng thì ok nhưng k thích là giao sai mẫu khác ảnh",3
"Ảnh 1 đằng lúc về lại 1 khác
Trông ko đẹp
Mn ko nên mua nha",1
"ảnh chỉ mang tính chất lấy xu. dùng tốt, dính chắc, dùng đc khoảng 3-4l, nhưng b nào có ý định dán để nâng thì không đc nha. này chỉ dán để che nipple th. này mặc áo 2 dây nhìn tự nhiên. lắm hehe",5
Ảnh chỉ mang tính chất nhận xu. Đặt size bị rộng chân dép bt k đc đẹp,4
Anh có gì ăn cơm ăn gì hết đi rồi em ạ à v là một loài bướm đêm trong đó r đó là gì đâu má đi chơi đi học,5
Anh hạt dẻ bỏ dâu một mình lên mạng coi thử coi có ai kéo em lại thành video của bạn đang làm việc của em nhà mình đăng kí dự tiệc cưới tại sao lại có người cho rằng em mãi ở trong nhà hiền lành như vậy đó hả chị ơi chị có tiền chưa vậy chị có tiền chưa có đi học sinh lớp năm bài tập toán bài luyện từ chối anh không biết mẹ yêu em anh em mình gặp lại nhau nhé anh yêu vội vã chạy qua nhà em cố,4
"Anh Hiếu mãi đỉnh 🔥🔥🔥
Bài này giai điệu hay mà vũ đạo cuốn quá chừng 🥴

 “Rush Hour” - Crush Feat j-hope",5
"Ảnh không không liên quan gì đến sp, nhưng rất chi là khó chịu với shipper thái độ k thể chấp nhận được.",1
"Ảnh k liên quan nhưng 
Shop giao nhanh 
Đóng hàng rất chắc chắn và cẩn thận 
Giao đúng sp 
Quần đẹp nhưng có vẻ đường may sát mép vải quá nên mới mặc hoạt động nhẹ nhàng đã sứt đường chỉ rồi 😿",4
"Ảnh k liên quan nhưng shop làm ăn tệ. Mk đặt 2 quần size S nhưng lại giao 2 cái đều size M, to đùng. Quần xám tuy cùng size vs quần đen nhưng chất vải xấu hơn, mà còn to vs rộng hơn nựa. Thất vọng",2
Ảnh ko liên quan lắm đến sản phẩm . Tất rất mỏng nhưng giá tiền như vậy là ok,5
Ảnh mang tchat nhận xu nha.nch tất vừa với số tiền,5
"Ảnh mang tính chất nhận xu ,nhưng quần đẹp lắm đặt liền 2 chiếc ưng lắm luon nha nên mua !",5
"Ảnh mang tính chất nhận xu. Áo đẹp lắm ạ, vải ok lắm, phù hợp với giá tiền nha.",5
Ảnh mang tính chất nhận xu. Hdjfienfnkcnckoncnnkcjkdkđjks,5
"Ảnh mang tính chat nhận xu
Giao hang nhanh đóng gói cẩn thận nhưng e mặc hơi bó gấu",4
"Ảnh mẫu mặc vải dày hơn form cứng đẹp chứ quần này mỏng mà ẽo ợt, shop còn tặng 1 đống kẹp tóc, buộc tóc để làm tăng lượt bán ảo :))",2
"Ảnh minh hoa thôi, chất áo mỏng , form áo ko đẹp, mua về để thử xem mặc đc crt ko thui chứ ko mặc ra ngoài nổi",3
"Anh nhận được hàng, shop giao hàng nhanh, đóng gói cẩn thận, hàng đẹp nhưng quá mỏng. Trừ một sao về độ dày￼",4
"Ảnh và hình mang tính chất nhận xu 
Quần đẹp dáng ok
Xứng đáng với giá tiền",5
"Ảnh và video chỉ mang tính chất nhận xu
Cjszhhaggsjjxhjdksjntrjjabfkcknsjdjcjnsjdjfjjxksijxhsjijbriwjxfj",3
Ảnh và video chỉ mang tính chất nhận xu thôi nhaaaaaaaaaaaaa,4
"Ảnh và video chỉ để nhận hàng
Jebdhhdhdhdhxhdhd",5
"Ảnh và video ko liên quan nhưng dép ổn áp , đẹp. Mỗi tội đanh cho ai chân thon. Chứ chân to ko nhích nổi",3
"ảnh và video ko liên quan 
quần khá mỏng nhưng thích hợp mặc mùa hè 
MẶC rất ngắn 
mình m57 mà mặc đến bắp chân:)
nói chung mấy bạn nhỏ hơn m55 thì nên mua nha 
còn bạn nào cao hơn thì không nên mua",2
"Ảnh và vid không liên quan 
Giày dáng đẹp nhưng mũi giày hơi lỗi
Miếng lót khá mỏng, đi hơi đau gót vì cảm nhận đc đế
Nhưng với giá này thì chấp nhận được",3
ảnh và vid mang tc nhận xu huhu,5
Ảnh video không liên quan nhưng đồ chất lượng lắm giao nhanh ncl ưng lắm mn mua mua mua,5
"Ảnh với chữ mô tả khác nhau quá nhưng màu này về vẫn OK , vẫn xinh nhaaa",4
Anh đang ăn sáng đi làm về rồi mà còn chưa biết được rồi anh nạ ngủ ngon nhé em không thích thế thì có mà em cũng được rồi đó em đi chơi mà em,5
anh đi ngủ đây mai còn không thì sao không ngủ đi em ơi đi ngủ đây,5
Ăn mặc văn nghệ thì được  nhé,3
"Ạnwjnwnsnndndnjsjdjjdhdhđhhshehhwhhqjqjjqjqjmanndndndnndbdhj gghhhshhshjjjnnjjjjjjnsjjsjsjjwjjjjjjjj
Đặt xl giao L :))",3
Anything ok but i had wrong size( too smal.)size M in VN not fix.Thank fast shipping. Good seller,5
"Áo, cổ hơi bé mặc hơi khó chịu",2
Áo 1k của shop đây nè thôi thì đã trót đặt là nhận hàng 1k mà rách này có may cũng ko giữ đc áo rách theo đường vải chứ ko phải rách chỉ,3
áo 2 dây nhìn quyến gũ lắm ạ. vải bóng mềm mịn. mặc rất mát,5
" Áo 2 lớp cực dày dặn, vừa ấm mà lại vừa không bị bí (không ra mồ hôi khi đi dưới trời trưa nắng).
Đường may tỉ mỉ.
Có túi trong ở bên ngực áo trái, để vừa điện thoại VSmart Live 4.
Tay áo hơi dài xíu nhưng đi trời lạnh tiện có thể giấu bàn tay luôn cho ấm :>
Điểm trừ duy nhất là phần zip kéo hơi sắc (góc cạnh quá) nên kéo chưa được trơn, hay bị mắc nên phải lách hoặc kéo từ từ. Bạn có thể lấy sáp nến hoặc xà phòng chà cho nó trơn hơn.

Shop và Tiki giao hàng quá nhanh, đóng gói cẩn thận; anh shipper thân thiện.
Mình mua áo này và 1 bóp nam nữa, cái nào cũng ưng hết mà giá cực hạt dẻ luôn do ngay... Xem thêm",5
aoa vừa văn đẹp giựt r nên ko có ảnh,5
Áo bẩn vs lại rất bực mik vs shop đặt màu be lại giao hàng màu trắng bực k để đâu hết bực,4
"Áo bận được một lần bỏ vào máy giặt thì như này đây
Chất lượng chữ in thì quá tệ luôn
Mn đừng nên mua nhé đừng để giống mình thất vọng lắm",1
Áo bao đẹp luôn nha nên mua nha mn( ảnh mang tính chất để nhận xu),5
"Áo bé, vải xấu, giao hàng lâu. May không đặt màu trắng chứ không lại mất công thay giẻ lau",2
"Áo bé không đúng với miêu tả, chất liệu vải xấu, không hài lòng.với sản phẩm, mặc vô ngứa người, mọi người đừng nên mua",1
Áo bé lắm mik 50kg 1m65 nên mặc ngắn vì vậy mọi người lưu ý nhé vải hơi mỏng nha( hình ảnh mang tính chất nhận xu),3
áo bị bẩn chất nhăn nheo bị ố vàng mùi khó chịu rất chi là thất vọng,1
"Áo bị bẩn ở chân cổ vs nẹp
Nhiều chỉ thừa
Lần sau thùa khuyết nhớ lau máy nha shop
Form ổn nhưng mà mỏng nhìn xuyên thấu luôn",3
Áo bị bong logo,1
áo bị dính bông lên áo trắng,3
"Áo bị dính hạt bụi hay j mà đen li ti hk phủi ra đc, chất vải thì rất là mỏng, thất vọng lắm luôn hk đáng tiền mua, giá cao so vs chất liệu của áo",3
"Áo big size gì mà có chút éc vậy trời , mà chăn có in trên áo size gì cả trời , dối gian",1
áo bị lỗi,1
"Áo bị lỗi, dơ. Shop không kiểm hàng trước khi giao..",1
áo bị lỗi. Thảo nào hạ giá quá trời,1
áo bị lỗi chỉ may bị đứt.,3
Áo bị lỗi mình có nt với shop shop cũng đồg ý đổi áo cho mình nhưng chồ hơn 10 ngày rồi k thấy áo đâu đang có ý định mua thêm áo nhưng thấy như vậy nên sẽ k quay lại lần 2,1
"áo bình thường, cổ tay với màu áo 2 màu khác nhau hơi kì",3
áo bình thường. kiểu dáng đẹp nhưng nhanh nhão,3
Áo bị nóng í mn :(( với cả áo màu đen cũng sẽ nóng hơn bth nữa hic hic,4
"Áo bị phai màu 
Thất vọng ☹️☹️ chưa mặc được lần nào luôn ạ  😐🙂
Ảnh chụp nhìn còn không rõ, chứ ngoài phai vào chữ trắng đỏ đỏ nhìn chán 🤦🏻‍♀️",1
"Áo bị rách, người mua hàng cũng tin tưởng vào người bán hàng, vậy mà bán gian lận như thế.",1
Áo bị rách do lỗi chỉ. Áo không đep như hình trên shop chỉnh sửa quá nhiều áo mỏng dễ nhăn nhất là mặt đen rất là nhăn,1
Áo bị rách do lỗi chỉ. Áo k đẹp như hình chỉnh sửa qua nhiều áo mỏng dễ nhăn nhất là mặt đen,1
"áo bị rách ngay sau vai 1 lỗ , tay áo phồng qá nhìn thô , tạm ổn",3
Áo bị rách ở cổ tay . Chê,3
Áo bị rách thủng 1 lỗ:)),1
Áo bị rách túi . Vãi mỏng thô lắm,1
Áo bị rách và vài chỗ bị lỗi nt shop shop k rep ạ,2
Áo bị sờn lông sổ lông kiểu giống như áo đã mặc nhiều lần. Nhận áo cũng k thấy tem mác j. Haizzzz hơi thất vọng,2
"Áo bị đứt chỉ phần dưới cánh tay nhưng tạm chấp nhận được, kh có chỉ thừa, vải tốt",4
"Áo bth chất vải hơi mỏng ở cái phần hinh bên dưới bị bong tè le ra có ít chỉ thừa
Áo vừa vs giá tiền mn lên mua",4
"Áo bth hơi ngắn Không quảng bá rầm rộ, không chiêu trò truyền thông...những gì HOPE để lại cho người xem thật sự ý nghĩa..",3
áo bự lắm nha m.ng mik cao 1m74 nặng 64kg mặc xxl bự lắm luôn tayy áo dài qua khủy tayy luôn. Vải sờ cx okkk đấy chưa mặc nên k bt có nóng hayyy không hình inn mới đầu mua kéo ra k đứt k bt giặt có bị gì hayyy k mà nói chung cx okkkk,4
áo chật,1
Áo chật. Size M shop tư vấn cho tạng người 48-58kg nhưng mình 55kg mặc quá chật luôn (bằng size S thông thường) Shop cần phải sửa lại bảng kích cỡ để khách mua đúng size mình cần.,2
"Áo chất dày dặn, mặc mát lắm. Mình đặt nhầm size XL về mặc bị rộng nên nhắn tin shop hỗ trợ đổi size L rất nhanh gọn, mình thích cách làm việc chuyên nghiệp này của shop. Mình sẽ giới thiệu cho bạn bè mình mua hàng ở đây",5
Áo chất dày nhưng có vẻ hơi bị xù trông áo hơi cũ giao hàng hơi chậm,4
Áo chất khá ổn nhưng hơi mỏng. Áo đẹp!,4
Áo chất ko đẹp í chất nóng lắm á được cái lại dài mà ai ngo dài quá đii 79cm nha mình mặc thành váy luôn á tr nschung tìn nào của nấy nhma form đẹp nên cũng tạm bỏ qua,4
"áo chất liệu mỏng, có rất nhiều vụn với bụi vải trên áo mình giặt đi giặt lại rất nhiều lần k thể hết được",2
"Áo chất lượng chất vãi quá tệ không xứng đáng với giá tiền mình bỏ ra 
Sẽ không bao giờ quay lại nữa
Quá thất vọng",1
"Áo chất lượng hơi tệ, tróc chữ rớt bảng vải xù hơi mỏng. Rất thất vọng.",2
Áo chất lượng hợp túi tiền,3
Áo chất lượng kém. Chất lượng vải và chất lượng may đều kém. Như hàng bán vỉa hè.,2
Áo chất lượng kém giặt giãn cổ áo shop không chăm sóc khác hàng nt không cả ngày mới trl tốt nhất ko nên mua,1
Áo chất lượng kém không phù hợp với giá áo về màu nhạt như áo cũ,2
Áo chất lượng rất tốt,4
áo chất lượng sản phẩm rất tốt nhà bán hàng nên xản xuất và cho ra đời nhiều sản phẩm chất lượng như vậy.tôi và bạn bè sd rất tốt sẽ giới thiệu thêm.,5
